id,ls_overall_rt
02012588,14.900000005960464
02hhn3yb,28.25
09u7vlj7,4.5000001192092896
0jutvml5,4.549999952316284
0ldaeete,-2
0qlz7yxg,14
0v04fxma,4
10gr6k2l,-1.6999998092651367
11qq9hxf,7.549999952316284
14g6hv8k,5.199999999953434
16j46xy8,13.050000041723251
1dyyaw4b,4.949999928474426
1lb7tbr7,-1.8499999940395355
1xqec919,8.399999976158142
21xapnnh,-7.799999833106995
23h7rpbu,8.100000143051147
23rjqvom,13.500000476837158
29ehzpe0,4.5
29zpbmmy,7.400000035762787
2davx7nt,4.249999940395355
2n6v1k3u,5.29999998211855
2v42ipxy,15.800000011920986
2wl27dkz,7.099999904632568
2xn0szh6,5.349999997764826
2z10bv6a,5.149999976158142
2zbxslpn,6.700000286102295
30a1bp8j,1.7000000476837158
321yl4lz,3.5
36eh4u39,3.0999999046325684
38k6v81o,3.649999976158142
3942ithx,5.100000023841858
3c48ijq4,4.200000017881393
3o6c5jme,5.550000011920929
3z7js7ze,1.6500000357627869
4c4vv6fg,0.30000001192092896
4iu45lp8,-0.7499999995343387
4j2ynmmd,7.6000000005587935
4lce564k,-1.7999999970197678
4oenuj4z,5
4osyobtp,8.050000071525574
4tjawqeo,2.1999998092651367
4uzthrsp,-5
5aqq8r6w,3.75
5ckvwhwy,-0.49999997019762077
5g9je77m,6.25
5l6mnknj,-6.099999999627414
5tqven48,10.400000035762787
5un6y0nb,15.5
5vluzm8n,-3.0999999940395355
62pu08b1,-1
63xil5ki,6.899999976158142
66jz8ugt,14.350000083446503
6f2ol425,8.900000035762787
6gwztzbq,5.250000007450581
6jpt0age,5.300000011920929
6ui53ym6,5.700000017881393
7cwp4v6n,9
7e2tmpa6,8.199999999254942
7etrw5nu,-0.6000000014901161
7qw1xhrh,3.3999998569488525
81bqimnf,8.200000166893005
81db02fc,10.300000071525574
8c1fhpt1,7
8cav5z8q,-13.349999964237213
8vxgrgkb,4.449999928474426
8xlm91xr,2.5
91e0xbu5,6.949999928474426
934tcrxh,-6.900000095367432
95qq6nys,8.300000071525574
98n9czmc,6.549999952316284
99rxav54,7.199999988079071
9d4b8u7f,6.299999952316284
9dptpzrf,2.5499999821186066
9e1r9mu0,1
9e9jgfep,9.299999999580905
9eprutwa,7.049999998882413
9eybg7ux,19.149999976158142
9owrldau,1.900000000372529
9qygdnaf,-3
9s5fp6s6,3.7999999970197678
9ypnxdh1,6.700000047683716
a2lhxhxk,10.249999761581421
a9n5v3d1,4.699999988079128
acyrm6vi,8.949999928474426
adx0ufr2,6
ahrykldn,5.700000107288361
ajw8rmzy,7.200000047683716
au3z690l,4.700000002980232
awz14fq9,-5.4999998807907104
bd6v7ia1,-12.950000047683716
bh4nuak1,2.0000000001164153
bla7r2es,-2.1999993324279785
bx2hkvzu,12.350000023841858
byga4vql,-9.349999964237213
c8cu3c3m,7.5
cjz75i22,-0.2999999523162842
cqohls3i,-1.749999761581421
cw1o9bs1,9.399999998975545
d0ik7z9x,1.449999999254942
d2m1zo7g,14.20000010728836
d3omyepd,0.6999999284744263
d6it3y3p,6.950000166893005
decnc028,0.3500000089406967
diqhmi3m,2.4000000953674316
dkzozr6c,4
dmsi5tdj,2.5000000004656613
dnoe2hz9,7.799999833106995
dq82faf2,-1.8500000014901161
dr4gkvot,9.050000011920929
ds5uz2d5,8.999999940395355
dyyp50j9,-5
e9v1bzuc,5.199999988079071
eegst1da,-3.149999976158142
efi3fjue,7.199999928474426
ej4up0rn,6.450000002980232
ejv5piey,0.8999999761581421
ektwqxeh,5.400000035762787
em7v17uu,12.24999999627471
enhoisyi,20
eogyi8j4,7.0999999940395355
f3jt6ahq,2.399999999674037
f6k7yhh9,-1.1500000953674316
fdlbs3x7,6.350000008940697
fhwg4lyo,6.8999999994412065
fnqg33tk,5.700000002980232
fo2t0ykg,9.700000047683716
foy52cb4,2.5999999046325684
ftd9rnvm,8.00000011920929
g59wh51e,6.050000071525574
g6fwz6fr,6
g6u6toqw,5.300000011920929
g79gm5hl,12.5
ga9uahma,0.39999985694885254
ggyyoznf,4.249999985098839
ghfmfp6u,17.84999990463257
gmohu013,4.200000286102295
gszsrlmk,2.7500000596046448
h2fr0kzy,1.5499999970197678
h46neot4,8.050000004470348
h6f38bwq,5.799999713897705
haqli8xf,4.3999998569488525
hdbjnl2c,7.000000059604645
he7sr8mk,6.699999809265137
hegg4ro3,6.699999928474426
hgkrglvb,3
hgvrtubi,7.100000001490116
hi6zokfx,17.799999952316284
hifa1lt0,12
hiz600nj,7.700000010430813
hprh5n1p,-1.3999998569488525
hy7g3uyh,9.75
hz8tf3vd,2.650000000372529
i0g6t95m,15.700000002980232
i7buva8v,-20.100000143051147
i8qv8im9,3.299999952316284
ignzshk6,5.849999999627471
iufx87jk,-1.5500000000465661
jscgnhdg,14.049999952316284
juxni43e,6.40000057220459
jwgxbjzf,4.799999997019768
k1haxar6,10.700000047683716
kaj4d6us,14.949999958276749
kfigyu57,4.549999982118607
kkyl1756,2.850000001490116
klijsnkr,7.099999999627471
knznxrg2,6.050000011920929
kv027ctc,-5.449999995529652
l75tdx7z,-3.5
ldmmwz4f,0.39999985694885254
llsj1iws,9.699999999254942
ln7kg8ue,3.4499999936670065
lv8ld5wh,4.100000008940697
lykz1rsu,7.000000238418579
mee14g6o,8.899999856948853
megc4lwa,8.250000029802322
mei70uns,11.099999904632568
merxonq0,-1.1999999284744263
msc1rxqn,1.799999713897705
mtlahwgq,4.800000071525574
n29bvgfq,2.0500000715255737
n5zkdivb,4.050000000512227
n98bw1w1,2.149999998509884
ndrjpwzk,15.599999964237213
nj1xo326,-0.8999999761581421
noei6ysf,7.299999952316284
nw012b80,26
o0rf6ttx,1.0500000715255737
o0s5d3oa,14.300000071525574
o164htod,2.5
o7t1h1uu,10.399999976158142
oc4nj0mw,5.149999998509884
og139wwb,4.450000047683716
oj7dfs8q,3.350000023841858
ojgtxh4b,6.999999985098839
op2f5tbq,8.5
opoeebkv,2.199999988079071
orpo5v41,2
ou69io2m,7.349999964237213
ov0ykrcj,-0.10000002384185791
ov6zilsh,16.649999976158142
ow986b5y,3.5
oy96qcal,0.8500000238418579
p7r46bu5,1.9500000476837158
p82edp2y,-5.699999928474426
pc2f0ui6,4.499999761581421
pc4rm08d,3.450000047683716
pft5n8y6,-0.8500000238418579
pl9my9hx,2.4000000953674316
pozsjx4f,0.9500000178813934
pp56h32v,4.350000008940697
przvqjfv,-2.2999999672174454
pw6hk232,1.4000000953674316
q2og7bcw,-4.550000190734863
qbftx87x,2.6500000059604645
qh2z8vvu,9.100000023841801
qkicgoft,14.24999988079071
qqwe9imb,4.549999952316284
qraan3df,1.350000023841858
qt76109e,3.550000000745058
qtl2vxy4,10.100000143051147
qw0603kl,3.8999996185302734
qyefhmeo,13
r0jqeaev,10
r1rsvgco,7.9500000001862645
r84jyjzi,5.5
r9pl56hp,-0.20000004768371582
rwtn9oet,-0.7500000596046448
s6ye1o1i,3.549999952316284
sckw9xi2,3
si7hbkx8,8.350000143051147
sjmltdl9,9.150000035762787
sjp7cniy,6
sl71orxp,4.2000000001862645
sm7365pn,1.7000000476837158
t4wh6a8a,6
tcvcarp3,-0.8499999791383743
td18pjfx,1.850000023841858
teq2jd9p,21.299999952316284
tjix77rv,15.950000000186265
tkc3bql3,8.199999995529652
tlv2ma31,0.05000000004656613
tngsmbfb,3.3499999998603016
twjbvnlp,4.400000333786011
txj3817a,-0.550000011920929
u2woyp9g,11.25
u32swc61,-1.7000001668930054
u8ofwyp7,2.649999976158142
u958vef7,10.5
ud3qt2ba,3.4000000953674316
un3gjc1s,14.400000005960464
usnnjdm9,-0.7999999988824129
ut85pm0q,-1.7000000476837158
uuurrbbj,-0.5999999046325684
uzghar5a,15.25
v6fn4eru,-7.5
v7zfve4a,14.049999952316284
vduxnyfy,2.5
vl6m2tlj,2.100000023841858
vrydb0xr,1.899999976158142
vs7415pm,5.299999998882356
vz5xf26j,10.800000041723251
w6fxd0ct,3
weakyj8i,1.2000000178813934
wl1d54gn,6.199999988079071
x0p6rm1y,-0.7999999970197678
x0xukvie,3
x3yr520m,14.050000071525574
x7813yq0,4.599999904632568
xivwne6i,-1.4499999284744263
xmklclsz,0.15000000596052132
xroufr90,-2.949999988079071
xuhuv8lc,5.199999988079071
y0w9ndc3,5.700000047683716
y4t0c0hk,6.4999998807907104
yc475tvl,-3.8000001907348633
yozvkl9c,3
yq8ep1z3,1.8500000014901161
yrsr94ov,13.900000095367432
ywgayqt6,-1.899999976158142
yyfbdu0b,8.5
yz3rkgxg,7
z0qweezh,6.799999952316284
z3zuaqyi,5.1500000059604645
z7bic0rf,9.449999928474426
za9gkd6c,2.700000047683716
zc2uy687,1
ze5i9tkz,3.3999998569488525
zgi28emw,8.550000071525574
zmlkdgl5,7.5
zn7thjg0,3.0000001192092896
zqa7txui,2.399999998509884
zrfresc1,4.049999833106995
zrn2grix,-2
zshuyb8c,4.200000047683716
zxd44db3,8.50000011920929
zy448n7y,-4.349999999627471
