id,bin,triplet_type,median_rt
7qw1xhrh,4,H,404.5
7qw1xhrh,4,L,399.40000009536743
7qw1xhrh,5,H,395.65000009536743
7qw1xhrh,5,L,402.65000009536743
7qw1xhrh,6,H,415.80000019073486
7qw1xhrh,6,L,421.3000000715256
81bqimnf,1,H,382.39999985694885
81bqimnf,1,L,390.60000002384186
81bqimnf,2,H,389.7000000476837
81bqimnf,2,L,398.2000000476837
81bqimnf,3,H,350.59999990463257
81bqimnf,3,L,373.7000000476837
81bqimnf,4,H,325
81bqimnf,4,L,333.25
81bqimnf,5,H,355.9499999284744
81bqimnf,5,L,348.60000014305115
81bqimnf,6,H,372.2000000476837
81bqimnf,6,L,391.85000014305115
81db02fc,1,H,370.59999990463257
81db02fc,1,L,381.59999990463257
81db02fc,2,H,361.10000002384186
81db02fc,2,L,382.59999990463257
81db02fc,3,H,360
81db02fc,3,L,361.09999990463257
81db02fc,4,H,333.7000000476837
81db02fc,4,L,356.14999997615814
81db02fc,5,H,365.09999990463257
81db02fc,5,L,354.9500000476837
81db02fc,6,H,347
81db02fc,6,L,378.2000000476837
8c1fhpt1,1,H,544.5
8c1fhpt1,1,L,506
8c1fhpt1,2,H,463
8c1fhpt1,2,L,487
8c1fhpt1,3,H,428
8c1fhpt1,3,L,434.5
8c1fhpt1,4,H,437.5
8c1fhpt1,4,L,434.5
8c1fhpt1,5,H,458
8c1fhpt1,5,L,453
8c1fhpt1,6,H,455
8c1fhpt1,6,L,478
8cav5z8q,1,H,554.6999999880791
8cav5z8q,1,L,543.0499999821186
8cav5z8q,2,H,546.1999999880791
8cav5z8q,2,L,504.9500000476837
8cav5z8q,3,H,516.5499999821186
8cav5z8q,3,L,523.2500000298023
8cav5z8q,4,H,477.5999999642372
8cav5z8q,4,L,481.19999998807907
8cav5z8q,5,H,516.6999999880791
8cav5z8q,5,L,482.2999999821186
8cav5z8q,6,H,483.300000011921
8cav5z8q,6,L,492.34999999403954
8vxgrgkb,1,H,445.1500000357628
8vxgrgkb,1,L,443.7999999523163
8vxgrgkb,2,H,433.14999997615814
8vxgrgkb,2,L,423.75
8vxgrgkb,3,H,374.64999997615814
8vxgrgkb,3,L,391.39999997615814
8vxgrgkb,4,H,361
8vxgrgkb,4,L,374.14999997615814
8vxgrgkb,5,H,367.75000005960464
8vxgrgkb,5,L,365.5
8vxgrgkb,6,H,394
8vxgrgkb,6,L,392.3500000834465
8xlm91xr,1,H,334.35000002384186
8xlm91xr,1,L,327.2000000476837
8xlm91xr,2,H,329.15000009536743
8xlm91xr,2,L,321.59999990463257
8xlm91xr,3,H,316.10000014305115
8xlm91xr,3,L,338.7999999523163
8xlm91xr,4,H,301.2000000476837
8xlm91xr,4,L,305.14999997615814
8xlm91xr,5,H,332.5
8xlm91xr,5,L,333.60000014305115
8xlm91xr,6,H,313.14999997615814
8xlm91xr,6,L,320.30000019073486
91e0xbu5,1,H,332.89999997615814
91e0xbu5,1,L,338.09999990463257
91e0xbu5,2,H,331.89999997615814
91e0xbu5,2,L,348.2000000476837
91e0xbu5,3,H,322.2999999523163
91e0xbu5,3,L,337.7999999523163
91e0xbu5,4,H,292.09999990463257
91e0xbu5,4,L,301.4499999284744
91e0xbu5,5,H,315.89999997615814
91e0xbu5,5,L,305.2999999523163
91e0xbu5,6,H,327.2000000476837
91e0xbu5,6,L,342.2000000476837
934tcrxh,1,H,427.2000000476837
934tcrxh,1,L,442.2000000476837
934tcrxh,2,H,447.60000002384186
934tcrxh,2,L,433.80000019073486
934tcrxh,3,H,425.90000009536743
934tcrxh,3,L,417.4499999284744
934tcrxh,4,H,353.4500000476837
934tcrxh,4,L,345.89999997615814
934tcrxh,5,H,368.2499998807907
934tcrxh,5,L,368.89999997615814
934tcrxh,6,H,384.75
934tcrxh,6,L,394.5
95qq6nys,1,H,331.60000002384186
95qq6nys,1,L,331.2999999523163
95qq6nys,2,H,345.19999998807907
95qq6nys,2,L,345
95qq6nys,3,H,342.55000001192093
95qq6nys,3,L,357.94999998807907
95qq6nys,4,H,337.5999999642372
95qq6nys,4,L,352.7999999523163
95qq6nys,5,H,337.60000002384186
95qq6nys,5,L,337.99999994039536
95qq6nys,6,H,337.89999997615814
95qq6nys,6,L,353.55000001192093
98n9czmc,1,H,415.7999999523163
98n9czmc,1,L,423.30000019073486
98n9czmc,2,H,404.2999999523163
98n9czmc,2,L,407.2000000476837
98n9czmc,3,H,378.39999985694885
98n9czmc,3,L,391.10000002384186
98n9czmc,4,H,346.5
98n9czmc,4,L,349.90000009536743
98n9czmc,5,H,373.0500000715256
98n9czmc,5,L,374.2000000476837
98n9czmc,6,H,354.5
98n9czmc,6,L,369.59999990463257
99rxav54,1,H,330.5499999523163
99rxav54,1,L,338.1999999284744
99rxav54,2,H,334.10000002384186
99rxav54,2,L,340.39999997615814
99rxav54,3,H,353.7999999523163
99rxav54,3,L,370.55000001192093
99rxav54,4,H,344.8000000715256
99rxav54,4,L,358.8000000715256
99rxav54,5,H,353.25
99rxav54,5,L,352.75
99rxav54,6,H,344.75
99rxav54,6,L,350.89999997615814
9d4b8u7f,1,H,351.1999999284744
9d4b8u7f,1,L,360.89999985694885
9d4b8u7f,2,H,371.35000002384186
9d4b8u7f,2,L,355.35000002384186
9d4b8u7f,3,H,340.80000019073486
9d4b8u7f,3,L,349.5499999523163
9d4b8u7f,4,H,316.34999990463257
9d4b8u7f,4,L,329.10000014305115
9d4b8u7f,5,H,334.10000002384186
9d4b8u7f,5,L,334.2000000476837
9d4b8u7f,6,H,322.2000000476837
9d4b8u7f,6,L,340.2000000476837
9dptpzrf,1,H,571.1999999880791
9dptpzrf,1,L,552
9dptpzrf,2,H,462.89999997615814
9dptpzrf,2,L,462.0499999821186
9dptpzrf,3,H,415.59999999403954
9dptpzrf,3,L,419.40000000596046
9dptpzrf,4,H,416.05000001192093
9dptpzrf,4,L,427
9dptpzrf,5,H,419.800000011921
9dptpzrf,5,L,418.30000001192093
9dptpzrf,6,H,429.300000011921
9dptpzrf,6,L,425.64999997615814
9e1r9mu0,1,H,359.5
9e1r9mu0,1,L,382
9e1r9mu0,2,H,369.5
9e1r9mu0,2,L,374.5
9e1r9mu0,3,H,357
9e1r9mu0,3,L,357
9e1r9mu0,4,H,333.5
9e1r9mu0,4,L,328
9e1r9mu0,5,H,344
9e1r9mu0,5,L,335
9e1r9mu0,6,H,341
9e1r9mu0,6,L,347
9e9jgfep,1,H,429.19999999995343
9e9jgfep,1,L,440.4999999998836
9e9jgfep,2,H,415
9e9jgfep,2,L,435.95000000006985
9e9jgfep,3,H,373.20000000018626
9e9jgfep,3,L,389.29999999981374
9e9jgfep,4,H,375.5500000002794
9e9jgfep,4,L,376.75
9e9jgfep,5,H,406.20000000018626
9e9jgfep,5,L,398.9499999997206
9e9jgfep,6,H,385.29999999981374
9e9jgfep,6,L,400.89999999990687
9eprutwa,1,H,377.55000000074506
9eprutwa,1,L,389
9eprutwa,2,H,352.5999999977648
9eprutwa,2,L,357.80000000074506
9eprutwa,3,H,347.30000000074506
9eprutwa,3,L,357.30000000074506
9eprutwa,4,H,324
9eprutwa,4,L,337.90000000037253
9eprutwa,5,H,338.80000000074506
9eprutwa,5,L,332.44999999925494
9eprutwa,6,H,341.29999999701977
9eprutwa,6,L,352.5999999977648
9eybg7ux,1,H,357.39999997615814
9eybg7ux,1,L,380.3000000715256
9eybg7ux,2,H,353.7000000476837
9eybg7ux,2,L,358.2000000476837
9eybg7ux,3,H,349.3500000834465
9eybg7ux,3,L,375.94999998807907
9eybg7ux,4,H,346.3499999642372
9eybg7ux,4,L,351.5
9eybg7ux,5,H,354.30000001192093
9eybg7ux,5,L,368.55000001192093
9eybg7ux,6,H,346.55000001192093
9eybg7ux,6,L,373.2000000476837
9owrldau,1,H,382.9000000001397
9owrldau,1,L,389.30000000004657
9owrldau,2,H,365.60000000009313
9owrldau,2,L,365.5
9owrldau,3,H,351.0999999999767
9owrldau,3,L,358.30000000004657
9owrldau,4,H,317.40000000037253
9owrldau,4,L,325.20000000018626
9owrldau,5,H,345.84999999962747
9owrldau,5,L,344
9owrldau,6,H,329.0500000002794
9owrldau,6,L,335.80000000074506
9qygdnaf,1,H,446
9qygdnaf,1,L,420
9qygdnaf,2,H,414.5
9qygdnaf,2,L,400.5
9qygdnaf,3,H,395
9qygdnaf,3,L,404.5
9qygdnaf,4,H,383
9qygdnaf,4,L,380
9qygdnaf,5,H,382
9qygdnaf,5,L,391
9qygdnaf,6,H,382
9qygdnaf,6,L,378
9s5fp6s6,1,H,433.2000000178814
9s5fp6s6,1,L,422.50000001490116
9s5fp6s6,2,H,375.20000000298023
9s5fp6s6,2,L,386.8500000089407
9s5fp6s6,3,H,381.800000011921
9s5fp6s6,3,L,384.09999999403954
9s5fp6s6,4,H,361.5
9s5fp6s6,4,L,391.1499999910593
9s5fp6s6,5,H,398.70000000298023
9s5fp6s6,5,L,381.300000011921
9s5fp6s6,6,H,392.04999999701977
9s5fp6s6,6,L,399.7999999821186
9ypnxdh1,1,H,355.60000002384186
9ypnxdh1,1,L,363
9ypnxdh1,2,H,370.60000002384186
9ypnxdh1,2,L,370
9ypnxdh1,3,H,357.60000002384186
9ypnxdh1,3,L,370
9ypnxdh1,4,H,312.5
9ypnxdh1,4,L,316.25
9ypnxdh1,5,H,328.6999999284744
9ypnxdh1,5,L,337.89999997615814
9ypnxdh1,6,H,329.0999999642372
9ypnxdh1,6,L,342.94999998807907
a2lhxhxk,1,H,375.5
a2lhxhxk,1,L,365.05000019073486
a2lhxhxk,2,H,359.19999980926514
a2lhxhxk,2,L,355.7999997138977
a2lhxhxk,3,H,351.59999990463257
a2lhxhxk,3,L,370.75
a2lhxhxk,4,H,335.2999997138977
a2lhxhxk,4,L,338.15000009536743
a2lhxhxk,5,H,353.40000009536743
a2lhxhxk,5,L,365.85000014305115
a2lhxhxk,6,H,353.39999985694885
a2lhxhxk,6,L,370.69999980926514
a9n5v3d1,1,H,399.65000000596046
a9n5v3d1,1,L,387.5
a9n5v3d1,2,H,380.25
a9n5v3d1,2,L,383
a9n5v3d1,3,H,368.2000000476837
a9n5v3d1,3,L,379.7000000476837
a9n5v3d1,4,H,337.89999997615814
a9n5v3d1,4,L,356.10000002384186
a9n5v3d1,5,H,372.39999997615814
a9n5v3d1,5,L,356.35000002384186
a9n5v3d1,6,H,352.69999998807907
a9n5v3d1,6,L,363.60000002384186
acyrm6vi,1,H,442.85000002384186
acyrm6vi,1,L,450.40000009536743
acyrm6vi,2,H,424.90000009536743
acyrm6vi,2,L,421.14999997615814
acyrm6vi,3,H,390.5499999523163
acyrm6vi,3,L,394.89999985694885
acyrm6vi,4,H,389.39999985694885
acyrm6vi,4,L,407
acyrm6vi,5,H,391.39999997615814
acyrm6vi,5,L,396.89999985694885
acyrm6vi,6,H,351.7999999523163
acyrm6vi,6,L,364.2999999523163
adx0ufr2,1,H,344
adx0ufr2,1,L,349
adx0ufr2,2,H,366.5
adx0ufr2,2,L,375.5
adx0ufr2,3,H,347
adx0ufr2,3,L,347
adx0ufr2,4,H,330
adx0ufr2,4,L,350
adx0ufr2,5,H,353.5
adx0ufr2,5,L,349
adx0ufr2,6,H,354
adx0ufr2,6,L,376
ahrykldn,1,H,355.80000001192093
ahrykldn,1,L,360.94999998807907
ahrykldn,2,H,356.89999997615814
ahrykldn,2,L,358.90000009536743
ahrykldn,3,H,341.3000000715256
ahrykldn,3,L,346.7999999523163
ahrykldn,4,H,324.60000002384186
ahrykldn,4,L,324.8000000715256
ahrykldn,5,H,331.35000002384186
ahrykldn,5,L,344.5500000715256
ahrykldn,6,H,337.10000002384186
ahrykldn,6,L,338.55000001192093
ajw8rmzy,1,H,434
ajw8rmzy,1,L,432.2999999523163
ajw8rmzy,2,H,432.9499999284744
ajw8rmzy,2,L,453.2999999523163
ajw8rmzy,3,H,386.40000009536743
ajw8rmzy,3,L,388.2000000476837
ajw8rmzy,4,H,362.6999999284744
ajw8rmzy,4,L,352.75
ajw8rmzy,5,H,372.40000009536743
ajw8rmzy,5,L,386.64999997615814
ajw8rmzy,6,H,372.59999990463257
ajw8rmzy,6,L,379.7999999523163
au3z690l,1,H,338.3500000014901
au3z690l,1,L,337.1500000022352
au3z690l,2,H,349.8999999985099
au3z690l,2,L,352.0999999977648
au3z690l,3,H,363.8499999977648
au3z690l,3,L,367.19999999552965
au3z690l,4,H,327.80000000074506
au3z690l,4,L,327.69999999552965
au3z690l,5,H,332.3999999985099
au3z690l,5,L,336.1000000014901
au3z690l,6,H,323
au3z690l,6,L,335.70000000298023
awz14fq9,1,H,411.0499999523163
awz14fq9,1,L,392.7999999523163
awz14fq9,2,H,410
awz14fq9,2,L,408.1999999284744
awz14fq9,3,H,420.64999997615814
awz14fq9,3,L,418.2500001192093
awz14fq9,4,H,378.5499999523163
awz14fq9,4,L,395
awz14fq9,5,H,407.0499999523163
awz14fq9,5,L,387.89999985694885
awz14fq9,6,H,406.7000000476837
awz14fq9,6,L,404.5
bd6v7ia1,1,H,497.5499999523163
bd6v7ia1,1,L,465.9500002861023
bd6v7ia1,2,H,453.59999990463257
bd6v7ia1,2,L,428.2999999523163
bd6v7ia1,3,H,464.5
bd6v7ia1,3,L,447.5499997138977
bd6v7ia1,4,H,364.69999980926514
bd6v7ia1,4,L,374
bd6v7ia1,5,H,399.90000009536743
bd6v7ia1,5,L,362.80000019073486
bd6v7ia1,6,H,358.10000014305115
bd6v7ia1,6,L,359.44999980926514
bh4nuak1,1,H,367.39999999990687
bh4nuak1,1,L,371.30000000004657
bh4nuak1,2,H,378.9000000001397
bh4nuak1,2,L,375.5999999999767
bh4nuak1,3,H,348.39999999990687
bh4nuak1,3,L,356.30000000004657
bh4nuak1,4,H,323.44999999995343
bh4nuak1,4,L,318.39999999990687
bh4nuak1,5,H,332.29999999981374
bh4nuak1,5,L,333.29999999981374
bh4nuak1,6,H,329.20000000018626
bh4nuak1,6,L,341.5500000002794
bla7r2es,1,H,354.35000014305115
bla7r2es,1,L,334.69999980926514
bla7r2es,2,H,354.5
bla7r2es,2,L,355.69999980926514
bla7r2es,3,H,336.9500000476837
bla7r2es,3,L,342.6000003814697
bla7r2es,4,H,312.19999980926514
bla7r2es,4,L,319.84999990463257
bla7r2es,5,H,331.2000000476837
bla7r2es,5,L,330.5
bla7r2es,6,H,327.7000002861023
bla7r2es,6,L,318.30000019073486
bx2hkvzu,1,H,329.39999997615814
bx2hkvzu,1,L,341
bx2hkvzu,2,H,341.5999999642372
bx2hkvzu,2,L,335.4999999701977
bx2hkvzu,3,H,329.80000001192093
bx2hkvzu,3,L,341
bx2hkvzu,4,H,307.59999999403954
bx2hkvzu,4,L,332.4000000357628
bx2hkvzu,5,H,319.19999998807907
bx2hkvzu,5,L,316.0999999642372
bx2hkvzu,6,H,312.90000000596046
bx2hkvzu,6,L,335
byga4vql,1,H,411.5999999642372
byga4vql,1,L,396.5
byga4vql,2,H,409.5
byga4vql,2,L,395.89999997615814
byga4vql,3,H,363.5
byga4vql,3,L,408.2000000476837
byga4vql,4,H,338
byga4vql,4,L,344.89999997615814
byga4vql,5,H,352.9000000357628
byga4vql,5,L,353.89999997615814
byga4vql,6,H,369.2500000298023
byga4vql,6,L,368.90000000596046
c8cu3c3m,1,H,365
c8cu3c3m,1,L,386
c8cu3c3m,2,H,367
c8cu3c3m,2,L,376
c8cu3c3m,3,H,360
c8cu3c3m,3,L,367
c8cu3c3m,4,H,339.5
c8cu3c3m,4,L,349
c8cu3c3m,5,H,343
c8cu3c3m,5,L,342.5
c8cu3c3m,6,H,347
c8cu3c3m,6,L,340
cjz75i22,1,H,395.2000000476837
cjz75i22,1,L,401.3000000715256
cjz75i22,2,H,370.2999999523163
cjz75i22,2,L,386.10000014305115
cjz75i22,3,H,353.60000014305115
cjz75i22,3,L,379.8000000715256
cjz75i22,4,H,356.2999999523163
cjz75i22,4,L,343.9499999284744
cjz75i22,5,H,363.90000009536743
cjz75i22,5,L,355.2000000476837
cjz75i22,6,H,371.40000009536743
cjz75i22,6,L,355.2000000476837
cqohls3i,1,H,336.39999985694885
cqohls3i,1,L,355.59999990463257
cqohls3i,2,H,326.10000014305115
cqohls3i,2,L,316.7999999523163
cqohls3i,3,H,325.5
cqohls3i,3,L,303.7000000476837
cqohls3i,4,H,307.39999985694885
cqohls3i,4,L,302.40000009536743
cqohls3i,5,H,330.2999999523163
cqohls3i,5,L,326.5
cqohls3i,6,H,308.09999990463257
cqohls3i,6,L,306.25
cw1o9bs1,1,H,361.60000000009313
cw1o9bs1,1,L,372.80000000004657
cw1o9bs1,2,H,367.6999999997206
cw1o9bs1,2,L,388.3499999999767
cw1o9bs1,3,H,373.00000000023283
cw1o9bs1,3,L,393.29999999981374
cw1o9bs1,4,H,341.5
cw1o9bs1,4,L,356.54999999981374
cw1o9bs1,5,H,380.84999999962747
cw1o9bs1,5,L,362
cw1o9bs1,6,H,376.99999999953434
cw1o9bs1,6,L,384.20000000018626
d0ik7z9x,1,H,362.6000000014901
d0ik7z9x,1,L,346.6000000014901
d0ik7z9x,2,H,350.79999999701977
d0ik7z9x,2,L,367.6499999985099
d0ik7z9x,3,H,353.70000000298023
d0ik7z9x,3,L,355.79999999701977
d0ik7z9x,4,H,342.4000000022352
d0ik7z9x,4,L,351.19999999552965
d0ik7z9x,5,H,352.8500000014901
d0ik7z9x,5,L,337.1000000014901
d0ik7z9x,6,H,353.1000000014901
d0ik7z9x,6,L,361.5
d2m1zo7g,1,H,408.89999997615814
d2m1zo7g,1,L,461.5
d2m1zo7g,2,H,422.69999998807907
d2m1zo7g,2,L,432.7999999523163
d2m1zo7g,3,H,423.39999997615814
d2m1zo7g,3,L,412.75
d2m1zo7g,4,H,357.1999999284744
d2m1zo7g,4,L,378.39999997615814
d2m1zo7g,5,H,399
d2m1zo7g,5,L,394.7999999523163
d2m1zo7g,6,H,401.09999990463257
d2m1zo7g,6,L,413.90000009536743
d3omyepd,1,H,504.35000002384186
d3omyepd,1,L,468.7999999523163
d3omyepd,2,H,476.85000002384186
d3omyepd,2,L,484.7999999523163
d3omyepd,3,H,462.39999997615814
d3omyepd,3,L,461.7999999523163
d3omyepd,4,H,423
d3omyepd,4,L,419.09999990463257
d3omyepd,5,H,441.4500000476837
d3omyepd,5,L,442.30000019073486
d3omyepd,6,H,441.2999999523163
d3omyepd,6,L,450.7000000476837
d6it3y3p,1,H,388.25
d6it3y3p,1,L,403
d6it3y3p,2,H,407.14999997615814
d6it3y3p,2,L,397.3000000715256
d6it3y3p,3,H,418.39999997615814
d6it3y3p,3,L,414.6500000357628
d6it3y3p,4,H,374.6500000357628
d6it3y3p,4,L,390.74999994039536
d6it3y3p,5,H,397.55000001192093
d6it3y3p,5,L,404.25
d6it3y3p,6,H,384.69999998807907
d6it3y3p,6,L,395.60000002384186
decnc028,1,H,372.2000000178814
decnc028,1,L,372.40000000596046
decnc028,2,H,383.8500000089407
decnc028,2,L,377.09999999403954
decnc028,3,H,366.2999999821186
decnc028,3,L,390.5
decnc028,4,H,340
decnc028,4,L,340.90000000596046
decnc028,5,H,360.8999999910593
decnc028,5,L,361.24999998509884
decnc028,6,H,376.45000000298023
decnc028,6,L,372.5
diqhmi3m,1,H,347.40000009536743
diqhmi3m,1,L,354.7000000476837
diqhmi3m,2,H,374.09999990463257
diqhmi3m,2,L,378.5500000715256
diqhmi3m,3,H,363.59999990463257
diqhmi3m,3,L,370.60000002384186
diqhmi3m,4,H,320.7999999523163
diqhmi3m,4,L,335.7999999523163
diqhmi3m,5,H,333.30000019073486
diqhmi3m,5,L,326.7000000476837
diqhmi3m,6,H,350.89999985694885
diqhmi3m,6,L,339.5
dkzozr6c,1,H,560
dkzozr6c,1,L,569
dkzozr6c,2,H,532
dkzozr6c,2,L,567
dkzozr6c,3,H,528.5
dkzozr6c,3,L,528
dkzozr6c,4,H,468.5
dkzozr6c,4,L,471.5
dkzozr6c,5,H,471
dkzozr6c,5,L,442
dkzozr6c,6,H,463
dkzozr6c,6,L,456
dmsi5tdj,1,H,354.70000000018626
dmsi5tdj,1,L,347.8999999994412
dmsi5tdj,2,H,352.40000000037253
dmsi5tdj,2,L,355.59999999962747
dmsi5tdj,3,H,339.90000000037253
dmsi5tdj,3,L,377.20000000018626
dmsi5tdj,4,H,305.8500000005588
dmsi5tdj,4,L,310.7499999990687
dmsi5tdj,5,H,344.09999999869615
dmsi5tdj,5,L,328.15000000037253
dmsi5tdj,6,H,319.59999999962747
dmsi5tdj,6,L,329.09999999962747
dnoe2hz9,1,H,437.3000000715256
dnoe2hz9,1,L,454.10000002384186
dnoe2hz9,2,H,412.89999997615814
dnoe2hz9,2,L,403.1500000357628
dnoe2hz9,3,H,372.90000009536743
dnoe2hz9,3,L,397.1999999284744
dnoe2hz9,4,H,400.39999997615814
dnoe2hz9,4,L,405.05000001192093
dnoe2hz9,5,H,392.7000000476837
dnoe2hz9,5,L,401.5
dnoe2hz9,6,H,398.85000002384186
dnoe2hz9,6,L,410.4000000357628
dq82faf2,1,H,514.6999999955297
dq82faf2,1,L,486.30000000447035
dq82faf2,2,H,483.5
dq82faf2,2,L,454.6000000014901
dq82faf2,3,H,461.6000000014901
dq82faf2,3,L,477.4999999962747
dq82faf2,4,H,399.75
dq82faf2,4,L,393.40000000596046
dq82faf2,5,H,409.29999999701977
dq82faf2,5,L,411.3499999977648
dq82faf2,6,H,436.20000000298023
dq82faf2,6,L,437.45000000298023
dr4gkvot,1,H,398.95000000298023
dr4gkvot,1,L,420.699999988079
dr4gkvot,2,H,386.79999999701977
dr4gkvot,2,L,398
dr4gkvot,3,H,384.6499999985099
dr4gkvot,3,L,400.09999999403954
dr4gkvot,4,H,364.5
dr4gkvot,4,L,380.3500000014901
dr4gkvot,5,H,348.1000000089407
dr4gkvot,5,L,349.3999999985099
dr4gkvot,6,H,356.1499999985099
dr4gkvot,6,L,367.04999999701977
ds5uz2d5,1,H,401.199999988079
ds5uz2d5,1,L,425.300000011921
ds5uz2d5,2,H,453.60000002384186
ds5uz2d5,2,L,502.5999999642372
ds5uz2d5,3,H,389.300000011921
ds5uz2d5,3,L,409.60000002384186
ds5uz2d5,4,H,374
ds5uz2d5,4,L,378
ds5uz2d5,5,H,418.15000000596046
ds5uz2d5,5,L,407.0000000298023
ds5uz2d5,6,H,405.89999997615814
ds5uz2d5,6,L,402.39999997615814
dyyp50j9,1,H,436
dyyp50j9,1,L,420
dyyp50j9,2,H,420
dyyp50j9,2,L,428.5
dyyp50j9,3,H,380
dyyp50j9,3,L,385
dyyp50j9,4,H,368
dyyp50j9,4,L,382
dyyp50j9,5,H,397.5
dyyp50j9,5,L,362.5
dyyp50j9,6,H,405
dyyp50j9,6,L,417
e9v1bzuc,1,H,466.60000002384186
e9v1bzuc,1,L,444.800000011921
e9v1bzuc,2,H,488.10000002384186
e9v1bzuc,2,L,513.1000000238419
e9v1bzuc,3,H,462.60000002384186
e9v1bzuc,3,L,478.0499999821186
e9v1bzuc,4,H,382.199999988079
e9v1bzuc,4,L,392.39999997615814
e9v1bzuc,5,H,394.89999997615814
e9v1bzuc,5,L,409.34999999403954
e9v1bzuc,6,H,401.1500000357628
e9v1bzuc,6,L,400.4000000357628
eegst1da,1,H,348.60000014305115
eegst1da,1,L,337.2000000476837
eegst1da,2,H,355.2999999523163
eegst1da,2,L,342.80000019073486
eegst1da,3,H,359.90000009536743
eegst1da,3,L,353.7000000476837
eegst1da,4,H,322.09999990463257
eegst1da,4,L,333.39999985694885
eegst1da,5,H,344.7999999523163
eegst1da,5,L,334.60000014305115
eegst1da,6,H,344.25
eegst1da,6,L,344.5499999523163
efi3fjue,1,H,338.60000002384186
efi3fjue,1,L,349.39999997615814
efi3fjue,2,H,332.2999999523163
efi3fjue,2,L,344.7999999523163
efi3fjue,3,H,344.09999990463257
efi3fjue,3,L,350.60000002384186
efi3fjue,4,H,346
efi3fjue,4,L,362.05000001192093
efi3fjue,5,H,360.89999997615814
efi3fjue,5,L,348.39999997615814
efi3fjue,6,H,336.40000009536743
efi3fjue,6,L,352.5
ej4up0rn,1,H,417.29999999701977
ej4up0rn,1,L,410.1000000089407
ej4up0rn,2,H,397.40000000596046
ej4up0rn,2,L,376.800000011921
ej4up0rn,3,H,380.6499999985099
ej4up0rn,3,L,382.6000000014901
ej4up0rn,4,H,308
ej4up0rn,4,L,324.70000000298023
ej4up0rn,5,H,369.1000000014901
ej4up0rn,5,L,358.29999999701977
ej4up0rn,6,H,334.7499999925494
ej4up0rn,6,L,358.70000000298023
ejv5piey,1,H,465.39999997615814
ejv5piey,1,L,475.1999999284744
ejv5piey,2,H,440.39999985694885
ejv5piey,2,L,440.39999985694885
ejv5piey,3,H,395.7499998807907
ejv5piey,3,L,404.5
ejv5piey,4,H,353.59999990463257
ejv5piey,4,L,341.7999999523163
ejv5piey,5,H,401.85000002384186
ejv5piey,5,L,405.7999999523163
ejv5piey,6,H,402.39999997615814
ejv5piey,6,L,405.14999997615814
ektwqxeh,1,H,344.5
ektwqxeh,1,L,360
ektwqxeh,2,H,335.10000002384186
ektwqxeh,2,L,354.5999999642372
ektwqxeh,3,H,328.40000009536743
ektwqxeh,3,L,323.8000000715256
ektwqxeh,4,H,315.0499999523163
ektwqxeh,4,L,315.64999997615814
ektwqxeh,5,H,329.59999990463257
ektwqxeh,5,L,331.7000000476837
ektwqxeh,6,H,320.65000009536743
ektwqxeh,6,L,332.6999999284744
em7v17uu,1,H,323.6000000014901
em7v17uu,1,L,320.75
em7v17uu,2,H,326.1000000014901
em7v17uu,2,L,362.3999999985099
em7v17uu,3,H,328.3999999985099
em7v17uu,3,L,325.29999999701977
em7v17uu,4,H,294.40000000596046
em7v17uu,4,L,310
em7v17uu,5,H,308.20000000298023
em7v17uu,5,L,325.29999999701977
em7v17uu,6,H,297.75
em7v17uu,6,L,300.55000000447035
enhoisyi,1,H,455
enhoisyi,1,L,492
enhoisyi,2,H,466
enhoisyi,2,L,466
enhoisyi,3,H,455
enhoisyi,3,L,441
enhoisyi,4,H,424
