id,bin,triplet_type,median_rt
enhoisyi,4,L,462
enhoisyi,5,H,426
enhoisyi,5,L,415
enhoisyi,6,H,418
enhoisyi,6,L,456
eogyi8j4,1,H,344.0499999821186
eogyi8j4,1,L,341.84999999403954
eogyi8j4,2,H,327.59999999403954
eogyi8j4,2,L,329.5499999821186
eogyi8j4,3,H,326.2000000178814
eogyi8j4,3,L,330.7000000178814
eogyi8j4,4,H,305.8999999910593
eogyi8j4,4,L,312.69999998807907
eogyi8j4,5,H,311.40000000596046
eogyi8j4,5,L,321.34999999403954
eogyi8j4,6,H,307.5
eogyi8j4,6,L,311.3499999642372
f3jt6ahq,1,H,346.80000000004657
f3jt6ahq,1,L,359.75
f3jt6ahq,2,H,349.25000000023283
f3jt6ahq,2,L,341
f3jt6ahq,3,H,354.75
f3jt6ahq,3,L,349.10000000009313
f3jt6ahq,4,H,306.40000000037253
f3jt6ahq,4,L,314.0500000002794
f3jt6ahq,5,H,329.90000000037253
f3jt6ahq,5,L,326.79999999981374
f3jt6ahq,6,H,326.3999999994412
f3jt6ahq,6,L,337.5
f6k7yhh9,1,H,422.59999990463257
f6k7yhh9,1,L,411.7999999523163
f6k7yhh9,2,H,509.0499999523163
f6k7yhh9,2,L,495.9499999284744
f6k7yhh9,3,H,411.7000000476837
f6k7yhh9,3,L,386.7999999523163
f6k7yhh9,4,H,399.10000002384186
f6k7yhh9,4,L,412.5000001192093
f6k7yhh9,5,H,434
f6k7yhh9,5,L,448.40000009536743
f6k7yhh9,6,H,431.64999997615814
f6k7yhh9,6,L,430.5
fdlbs3x7,1,H,457.2999999821186
fdlbs3x7,1,L,459.3999999910593
fdlbs3x7,2,H,401.1000000089407
fdlbs3x7,2,L,398.2999999821186
fdlbs3x7,3,H,435.09999999403954
fdlbs3x7,3,L,439.59999999403954
fdlbs3x7,4,H,407.6499999910593
fdlbs3x7,4,L,413.95000000298023
fdlbs3x7,5,H,423
fdlbs3x7,5,L,426.89999997615814
fdlbs3x7,6,H,400.3999999910593
fdlbs3x7,6,L,399.5
fhwg4lyo,1,H,356.3500000000349
fhwg4lyo,1,L,356.5999999999767
fhwg4lyo,2,H,341.0999999999767
fhwg4lyo,2,L,355.89999999990687
fhwg4lyo,3,H,339.0999999998603
fhwg4lyo,3,L,346.9000000000233
fhwg4lyo,4,H,331.04999999981374
fhwg4lyo,4,L,329.99999999953434
fhwg4lyo,5,H,339.34999999962747
fhwg4lyo,5,L,337.1000000005588
fhwg4lyo,6,H,322.1000000005588
fhwg4lyo,6,L,329.99999999953434
fnqg33tk,1,H,397.7499999962747
fnqg33tk,1,L,396.5
fnqg33tk,2,H,365.8999999985099
fnqg33tk,2,L,365.79999999701977
fnqg33tk,3,H,350.19999999552965
fnqg33tk,3,L,354
fnqg33tk,4,H,333.54999999701977
fnqg33tk,4,L,349
fnqg33tk,5,H,357.8499999977648
fnqg33tk,5,L,362.44999999925494
fnqg33tk,6,H,345.5
fnqg33tk,6,L,361.29999999701977
fo2t0ykg,1,H,399.30000019073486
fo2t0ykg,1,L,429.4500000476837
fo2t0ykg,2,H,409.39999985694885
fo2t0ykg,2,L,429.39999997615814
fo2t0ykg,3,H,421.1999999284744
fo2t0ykg,3,L,425.9500000476837
fo2t0ykg,4,H,382.4499999284744
fo2t0ykg,4,L,408.09999990463257
fo2t0ykg,5,H,410.60000002384186
fo2t0ykg,5,L,393.60000002384186
fo2t0ykg,6,H,389.65000009536743
fo2t0ykg,6,L,401.59999990463257
foy52cb4,1,H,360.7999999523163
foy52cb4,1,L,377.25
foy52cb4,2,H,367.0499999523163
foy52cb4,2,L,374.5
foy52cb4,3,H,377.0499999523163
foy52cb4,3,L,392.2999999523163
foy52cb4,4,H,347.549999833107
foy52cb4,4,L,340.7999999523163
foy52cb4,5,H,352.5
foy52cb4,5,L,339.14999997615814
foy52cb4,6,H,329.89999997615814
foy52cb4,6,L,333.10000002384186
ftd9rnvm,1,H,483.7999999523163
ftd9rnvm,1,L,492.90000009536743
ftd9rnvm,2,H,459.64999997615814
ftd9rnvm,2,L,466.9000000357628
ftd9rnvm,3,H,465.69999998807907
ftd9rnvm,3,L,469.2999999523163
ftd9rnvm,4,H,462.5
ftd9rnvm,4,L,462.60000002384186
ftd9rnvm,5,H,443.2000000476837
ftd9rnvm,5,L,446.09999990463257
ftd9rnvm,6,H,428.60000002384186
ftd9rnvm,6,L,448.19999998807907
g59wh51e,1,H,345.05000001192093
g59wh51e,1,L,330.7000000476837
g59wh51e,2,H,327.60000002384186
g59wh51e,2,L,345.10000002384186
g59wh51e,3,H,322.89999997615814
g59wh51e,3,L,330.9000000357628
g59wh51e,4,H,311.7000000476837
g59wh51e,4,L,317.24999994039536
g59wh51e,5,H,342.2999999523163
g59wh51e,5,L,330.2999999523163
g59wh51e,6,H,318.39999997615814
g59wh51e,6,L,334.7999999523163
g6fwz6fr,1,H,381
g6fwz6fr,1,L,389.5
g6fwz6fr,2,H,359
g6fwz6fr,2,L,368.5
g6fwz6fr,3,H,360
g6fwz6fr,3,L,367
g6fwz6fr,4,H,355
g6fwz6fr,4,L,358
g6fwz6fr,5,H,394
g6fwz6fr,5,L,394.5
g6fwz6fr,6,H,367
g6fwz6fr,6,L,365
g6u6toqw,1,H,332.34999999403954
g6u6toqw,1,L,346.39999997615814
g6u6toqw,2,H,353.0000000298023
g6u6toqw,2,L,343.75
g6u6toqw,3,H,326
g6u6toqw,3,L,331.10000002384186
g6u6toqw,4,H,296.7499999701977
g6u6toqw,4,L,308.39999997615814
g6u6toqw,5,H,334.2999999821186
g6u6toqw,5,L,319.19999998807907
g6u6toqw,6,H,318.19999998807907
g6u6toqw,6,L,337.65000000596046
g79gm5hl,1,H,423.25
g79gm5hl,1,L,413.7999999821186
g79gm5hl,2,H,388.34999999403954
g79gm5hl,2,L,418.7000000178814
g79gm5hl,3,H,373.09999999403954
g79gm5hl,3,L,393.2999999821186
g79gm5hl,4,H,387.90000000596046
g79gm5hl,4,L,398.00000001490116
g79gm5hl,5,H,405.300000011921
g79gm5hl,5,L,403.800000011921
g79gm5hl,6,H,390
g79gm5hl,6,L,406.29999999701977
ga9uahma,1,H,600.5
ga9uahma,1,L,554.2999999523163
ga9uahma,2,H,582.2999999523163
ga9uahma,2,L,585.9000000953674
ga9uahma,3,H,585
ga9uahma,3,L,624.8999999761581
ga9uahma,4,H,545.6500000953674
ga9uahma,4,L,560.6000001430511
ga9uahma,5,H,567.4499999284744
ga9uahma,5,L,591
ga9uahma,6,H,574.2000000476837
ga9uahma,6,L,560.5999999046326
ggyyoznf,1,H,320.60000002384186
ggyyoznf,1,L,325.69999998807907
ggyyoznf,2,H,310.25
ggyyoznf,2,L,312.5
ggyyoznf,3,H,308.10000002384186
ggyyoznf,3,L,315
ggyyoznf,4,H,292.80000001192093
ggyyoznf,4,L,292.95000000298023
ggyyoznf,5,H,315.20000000298023
ggyyoznf,5,L,319.70000000298023
ggyyoznf,6,H,348.15000000596046
ggyyoznf,6,L,356.09999999403954
ghfmfp6u,1,H,491.2000000476837
ghfmfp6u,1,L,498.3000000715256
ghfmfp6u,2,H,419.10000002384186
ghfmfp6u,2,L,433.6999999284744
ghfmfp6u,3,H,433.2000000476837
ghfmfp6u,3,L,440.5
ghfmfp6u,4,H,378.64999997615814
ghfmfp6u,4,L,414.25
ghfmfp6u,5,H,425.9499999284744
ghfmfp6u,5,L,425.40000009536743
ghfmfp6u,6,H,450.7000000476837
ghfmfp6u,6,L,473.09999990463257
gmohu013,1,H,497.80000019073486
gmohu013,1,L,471.19999980926514
gmohu013,2,H,467.80000019073486
gmohu013,2,L,494.8999996185303
gmohu013,3,H,466.75000047683716
gmohu013,3,L,464.30000019073486
gmohu013,4,H,421.30000019073486
gmohu013,4,L,423
gmohu013,5,H,441.90000009536743
gmohu013,5,L,446.40000009536743
gmohu013,6,H,475.1000003814697
gmohu013,6,L,480.24999952316284
gszsrlmk,1,H,403.3000000715256
gszsrlmk,1,L,413
gszsrlmk,2,H,412.25
gszsrlmk,2,L,413.5
gszsrlmk,3,H,384.25
gszsrlmk,3,L,378.89999997615814
gszsrlmk,4,H,360.60000002384186
gszsrlmk,4,L,371.60000002384186
gszsrlmk,5,H,375.80000001192093
gszsrlmk,5,L,385.2000000476837
gszsrlmk,6,H,375.39999997615814
gszsrlmk,6,L,387.24999994039536
h2fr0kzy,1,H,338.79999999701977
h2fr0kzy,1,L,338.59999999403954
h2fr0kzy,2,H,358.1000000089407
h2fr0kzy,2,L,352.45000000298023
h2fr0kzy,3,H,338.5
h2fr0kzy,3,L,346.3500000014901
h2fr0kzy,4,H,330.29999999701977
h2fr0kzy,4,L,325.25
h2fr0kzy,5,H,333.95000000298023
h2fr0kzy,5,L,343.6000000014901
h2fr0kzy,6,H,337.5
h2fr0kzy,6,L,341.09999999403954
h46neot4,1,H,391.30000000447035
h46neot4,1,L,394.70000000298023
h46neot4,2,H,395.55000000447035
h46neot4,2,L,391.29999999701977
h46neot4,3,H,386.29999999701977
h46neot4,3,L,390.3999999985099
h46neot4,4,H,345.70000000298023
h46neot4,4,L,352.6000000089407
h46neot4,5,H,362.59999999403954
h46neot4,5,L,369.59999999403954
h46neot4,6,H,340.5
h46neot4,6,L,364.3999999985099
h6f38bwq,1,H,402.55000019073486
h6f38bwq,1,L,432.5
h6f38bwq,2,H,393.7000002861023
h6f38bwq,2,L,390
h6f38bwq,3,H,401.7999999523163
h6f38bwq,3,L,394.09999990463257
h6f38bwq,4,H,333.60000014305115
h6f38bwq,4,L,351.69999980926514
h6f38bwq,5,H,366.84999990463257
h6f38bwq,5,L,356.2999997138977
h6f38bwq,6,H,358.35000014305115
h6f38bwq,6,L,366.90000009536743
haqli8xf,1,H,333.5
haqli8xf,1,L,336
haqli8xf,2,H,347.14999997615814
haqli8xf,2,L,359.14999997615814
haqli8xf,3,H,360.5499999523163
haqli8xf,3,L,364.4500000476837
haqli8xf,4,H,352.8000000715256
haqli8xf,4,L,351.7999999523163
haqli8xf,5,H,358.0000001192093
haqli8xf,5,L,354.14999997615814
haqli8xf,6,H,359
haqli8xf,6,L,365.39999985694885
hdbjnl2c,1,H,368.19999998807907
hdbjnl2c,1,L,374.6999999284744
hdbjnl2c,2,H,376.6000000834465
hdbjnl2c,2,L,399.64999997615814
hdbjnl2c,3,H,350.60000002384186
hdbjnl2c,3,L,356.5
hdbjnl2c,4,H,320.25000005960464
hdbjnl2c,4,L,330.74999994039536
hdbjnl2c,5,H,351.05000001192093
hdbjnl2c,5,L,342.5
hdbjnl2c,6,H,340.7000000476837
hdbjnl2c,6,L,356.44999998807907
he7sr8mk,1,H,309.2999999523163
he7sr8mk,1,L,309.2000000476837
he7sr8mk,2,H,318.7999999523163
he7sr8mk,2,L,329.10000014305115
he7sr8mk,3,H,310.2000000476837
he7sr8mk,3,L,311.35000002384186
he7sr8mk,4,H,291.64999997615814
he7sr8mk,4,L,296.5
he7sr8mk,5,H,285.09999990463257
he7sr8mk,5,L,286
he7sr8mk,6,H,300
he7sr8mk,6,L,310.0500000715256
hegg4ro3,1,H,374
hegg4ro3,1,L,373.19999998807907
hegg4ro3,2,H,353.6500000357628
hegg4ro3,2,L,370.2999999523163
hegg4ro3,3,H,342.69999998807907
hegg4ro3,3,L,344.60000002384186
hegg4ro3,4,H,319.8499999642372
hegg4ro3,4,L,335.60000002384186
hegg4ro3,5,H,335.40000009536743
hegg4ro3,5,L,332.3499999642372
hegg4ro3,6,H,326.89999997615814
hegg4ro3,6,L,337.60000002384186
hgkrglvb,1,H,391
hgkrglvb,1,L,392.5
hgkrglvb,2,H,391
hgkrglvb,2,L,395
hgkrglvb,3,H,402
hgkrglvb,3,L,412
hgkrglvb,4,H,408.5
hgkrglvb,4,L,410
hgkrglvb,5,H,380
hgkrglvb,5,L,383
hgkrglvb,6,H,404.5
hgkrglvb,6,L,403
hgvrtubi,1,H,360.6499999985099
hgvrtubi,1,L,378.29999999701977
hgvrtubi,2,H,362.40000000596046
hgvrtubi,2,L,350.69999999925494
hgvrtubi,3,H,350.09999999403954
hgvrtubi,3,L,366.70000000298023
hgvrtubi,4,H,346.69999999552965
hgvrtubi,4,L,354.1000000014901
hgvrtubi,5,H,338
hgvrtubi,5,L,356.1000000014901
hgvrtubi,6,H,345.5
hgvrtubi,6,L,353.09999999403954
hi6zokfx,1,H,403.5
hi6zokfx,1,L,419.7000000476837
hi6zokfx,2,H,389.60000014305115
hi6zokfx,2,L,410.7000000476837
hi6zokfx,3,H,390.2000000476837
hi6zokfx,3,L,413.40000009536743
hi6zokfx,4,H,358.65000009536743
hi6zokfx,4,L,384.5
hi6zokfx,5,H,364.9500000476837
hi6zokfx,5,L,372.1999999284744
hi6zokfx,6,H,371.64999997615814
hi6zokfx,6,L,384.35000002384186
hifa1lt0,1,H,368
hifa1lt0,1,L,386.5
hifa1lt0,2,H,396
hifa1lt0,2,L,392
hifa1lt0,3,H,374
hifa1lt0,3,L,385
hifa1lt0,4,H,365
hifa1lt0,4,L,369
hifa1lt0,5,H,371
hifa1lt0,5,L,400
hifa1lt0,6,H,372
hifa1lt0,6,L,367.5
hiz600nj,1,H,333.3999999910593
hiz600nj,1,L,344.5
hiz600nj,2,H,320.6000000014901
hiz600nj,2,L,331.65000000596046
hiz600nj,3,H,330.90000000596046
hiz600nj,3,L,342.69999998807907
hiz600nj,4,H,298
hiz600nj,4,L,315.8999999985099
hiz600nj,5,H,335.90000000596046
hiz600nj,5,L,317.5
hiz600nj,6,H,311.40000000596046
hiz600nj,6,L,326
hprh5n1p,1,H,407.19999980926514
hprh5n1p,1,L,402.84999990463257
hprh5n1p,2,H,420.89999997615814
hprh5n1p,2,L,402.09999990463257
hprh5n1p,3,H,402.09999990463257
hprh5n1p,3,L,401.40000009536743
hprh5n1p,4,H,366.60000002384186
hprh5n1p,4,L,365.90000009536743
hprh5n1p,5,H,402.75
hprh5n1p,5,L,387.2999999523163
hprh5n1p,6,H,367.89999985694885
hprh5n1p,6,L,389.5
hy7g3uyh,1,H,390.44999999925494
hy7g3uyh,1,L,373.5
hy7g3uyh,2,H,380.44999999552965
hy7g3uyh,2,L,406.69999999552965
hy7g3uyh,3,H,358.2499999962747
hy7g3uyh,3,L,370.69999999552965
hy7g3uyh,4,H,354.4999999962747
hy7g3uyh,4,L,371.6499999985099
hy7g3uyh,5,H,354
hy7g3uyh,5,L,343
hy7g3uyh,6,H,339.09999999403954
hy7g3uyh,6,L,351.9999999962747
hz8tf3vd,1,H,329.6000000014901
hz8tf3vd,1,L,323.90000000037253
hz8tf3vd,2,H,325.4500000011176
hz8tf3vd,2,L,334.4000000022352
hz8tf3vd,3,H,329.5
hz8tf3vd,3,L,324.65000000037253
hz8tf3vd,4,H,312.20000000298023
hz8tf3vd,4,L,320.25
hz8tf3vd,5,H,315.80000000447035
hz8tf3vd,5,L,321.5
hz8tf3vd,6,H,320
hz8tf3vd,6,L,322.75
i0g6t95m,1,H,411.95000000018626
i0g6t95m,1,L,431.90000000037253
i0g6t95m,2,H,403.80000000074506
i0g6t95m,2,L,413.65000000037253
i0g6t95m,3,H,415.44999999925494
i0g6t95m,3,L,439.9000000003726
i0g6t95m,4,H,353.69999999925494
i0g6t95m,4,L,363.80000000074506
i0g6t95m,5,H,373.3999999985099
i0g6t95m,5,L,384.90000000037253
i0g6t95m,6,H,369.2000000011176
i0g6t95m,6,L,378
i7buva8v,1,H,413
i7buva8v,1,L,362.3000000715256
i7buva8v,2,H,459.14999997615814
i7buva8v,2,L,444.25
i7buva8v,3,H,456.39999997615814
i7buva8v,3,L,450.80000019073486
i7buva8v,4,H,373.7500001192093
i7buva8v,4,L,384.80000019073486
i7buva8v,5,H,395.35000002384186
i7buva8v,5,L,372.09999990463257
i7buva8v,6,H,399.2000000476837
i7buva8v,6,L,380.60000014305115
i8qv8im9,1,H,502
i8qv8im9,1,L,522.3999999761581
i8qv8im9,2,H,485.14999997615814
i8qv8im9,2,L,497.69999998807907
i8qv8im9,3,H,478.5
i8qv8im9,3,L,466.30000001192093
i8qv8im9,4,H,423.8500000834465
i8qv8im9,4,L,436.39999997615814
i8qv8im9,5,H,436.90000009536743
i8qv8im9,5,L,434.69999998807907
i8qv8im9,6,H,418.75
i8qv8im9,6,L,413.7000000476837
ignzshk6,1,H,350.6000000014901
ignzshk6,1,L,344.3999999985099
ignzshk6,2,H,336.80000000074506
ignzshk6,2,L,348.80000000074506
ignzshk6,3,H,332.94999999925494
ignzshk6,3,L,340.3999999985099
ignzshk6,4,H,310.4000000022352
ignzshk6,4,L,320.25
ignzshk6,5,H,334.34999999962747
ignzshk6,5,L,327.69999999925494
ignzshk6,6,H,329.20000000298023
ignzshk6,6,L,332.1000000014901
iufx87jk,1,H,397.69999999995343
iufx87jk,1,L,398
iufx87jk,2,H,414.5
iufx87jk,2,L,411
iufx87jk,3,H,356.05000000004657
iufx87jk,3,L,372.69999999995343
iufx87jk,4,H,358.39999999990687
iufx87jk,4,L,354.30000000004657
iufx87jk,5,H,388.60000000009313
iufx87jk,5,L,377.79999999981374
iufx87jk,6,H,404.9000000003726
iufx87jk,6,L,397.1999999997206
jscgnhdg,1,H,359.40000009536743
jscgnhdg,1,L,379.90000009536743
jscgnhdg,2,H,374.2000000476837
jscgnhdg,2,L,396.89999985694885
jscgnhdg,3,H,335.7999999523163
jscgnhdg,3,L,346.5
jscgnhdg,4,H,311.64999997615814
jscgnhdg,4,L,321.3000000715256
jscgnhdg,5,H,321.65000009536743
jscgnhdg,5,L,340.65000009536743
jscgnhdg,6,H,320.5
jscgnhdg,6,L,329.6999999284744
juxni43e,1,H,330.4000005722046
juxni43e,1,L,348.90000009536743
juxni43e,2,H,327
juxni43e,2,L,337.19999980926514
juxni43e,3,H,316.09999990463257
juxni43e,3,L,321.94999980926514
juxni43e,4,H,301.69999980926514
juxni43e,4,L,301.69999980926514
juxni43e,5,H,312.4000005722046
juxni43e,5,L,319.0999994277954
juxni43e,6,H,314.2000002861023
juxni43e,6,L,315.1000003814697
jwgxbjzf,1,H,405.6499999985099
jwgxbjzf,1,L,406.04999999701977
jwgxbjzf,2,H,416.59999999403954
jwgxbjzf,2,L,424.84999999403954
jwgxbjzf,3,H,392.59999999403954
jwgxbjzf,3,L,410.70000000298023
jwgxbjzf,4,H,340.8999999910593
jwgxbjzf,4,L,354.3500000014901
jwgxbjzf,5,H,364.3999999910593
jwgxbjzf,5,L,373.09999999403954
jwgxbjzf,6,H,369.09999999403954
jwgxbjzf,6,L,364.2499999925494
k1haxar6,1,H,347.89999997615814
k1haxar6,1,L,368.5500000715256
k1haxar6,2,H,397.5
k1haxar6,2,L,394.09999990463257
k1haxar6,3,H,368.60000002384186
k1haxar6,3,L,357.7000000476837
k1haxar6,4,H,318.40000009536743
k1haxar6,4,L,319.25
k1haxar6,5,H,337
k1haxar6,5,L,352.5499999523163
k1haxar6,6,H,327.6500000357628
k1haxar6,6,L,332.6500000357628
kaj4d6us,1,H,343
kaj4d6us,1,L,359.5
kaj4d6us,2,H,357.59999999403954
kaj4d6us,2,L,370.60000002384186
kaj4d6us,3,H,349.5
kaj4d6us,3,L,356.5499999821186
kaj4d6us,4,H,323.80000001192093
kaj4d6us,4,L,327.05000001192093
kaj4d6us,5,H,339.30000001192093
kaj4d6us,5,L,352.89999997615814
kaj4d6us,6,H,338.35000002384186
kaj4d6us,6,L,368.89999997615814
kfigyu57,1,H,393.60000002384186
kfigyu57,1,L,381.5
kfigyu57,2,H,396.199999988079
kfigyu57,2,L,392.7000000178814
kfigyu57,3,H,377.5999999642372
kfigyu57,3,L,381
kfigyu57,4,H,329.7000000178814
kfigyu57,4,L,359.09999999403954
kfigyu57,5,H,357.35000002384186
kfigyu57,5,L,347.19999998807907
kfigyu57,6,H,364.5499999821186
kfigyu57,6,L,374.300000011921
kkyl1756,1,H,362.69999999552965
kkyl1756,1,L,370.29999999701977
kkyl1756,2,H,386.70000000298023
kkyl1756,2,L,384.25
kkyl1756,3,H,393.29999999701977
kkyl1756,3,L,411.7499999925494
kkyl1756,4,H,429.29999999701977
kkyl1756,4,L,439
kkyl1756,5,H,373.19999999552965
kkyl1756,5,L,369.7499999925494
kkyl1756,6,H,359.90000000596046
kkyl1756,6,L,371.300000011921
klijsnkr,1,H,404.09999999962747
klijsnkr,1,L,405.9000000003726
klijsnkr,2,H,391.40000000130385
klijsnkr,2,L,420.75
klijsnkr,3,H,412.3999999994412
klijsnkr,3,L,401.4000000003726
klijsnkr,4,H,327.45000000018626
klijsnkr,4,L,325.75
klijsnkr,5,H,343.2000000011176
klijsnkr,5,L,341.7999999988824
klijsnkr,6,H,337
klijsnkr,6,L,350.90000000037253
knznxrg2,1,H,322.10000002384186
knznxrg2,1,L,324.69999998807907
knznxrg2,2,H,325.00000005960464
knznxrg2,2,L,336.05000001192093
knznxrg2,3,H,332.75
knznxrg2,3,L,333.50000005960464
knznxrg2,4,H,315.90000009536743
knznxrg2,4,L,324.5
knznxrg2,5,H,337.5
knznxrg2,5,L,339.44999998807907
knznxrg2,6,H,332.44999998807907
knznxrg2,6,L,346.10000002384186
kv027ctc,1,H,434.29999999701977
kv027ctc,1,L,437.70000000298023
kv027ctc,2,H,409.6000000089407
kv027ctc,2,L,399.19999999552965
kv027ctc,3,H,415.29999999701977
kv027ctc,3,L,406.94999999552965
kv027ctc,4,H,363.25
kv027ctc,4,L,359.65000000596046
kv027ctc,5,H,372.59999999403954
kv027ctc,5,L,361.29999999701977
kv027ctc,6,H,389.2000000178814
kv027ctc,6,L,388.2999999821186
l75tdx7z,1,H,432.5
l75tdx7z,1,L,437
l75tdx7z,2,H,435
l75tdx7z,2,L,428.5
l75tdx7z,3,H,439
l75tdx7z,3,L,418.5
l75tdx7z,4,H,395
l75tdx7z,4,L,388.5
l75tdx7z,5,H,391.5
l75tdx7z,5,L,406
l75tdx7z,6,H,409.5
l75tdx7z,6,L,402
ldmmwz4f,1,H,368.75
ldmmwz4f,1,L,355.19999980926514
ldmmwz4f,2,H,382.7999999523163
ldmmwz4f,2,L,376.09999990463257
ldmmwz4f,3,H,349.60000014305115
ldmmwz4f,3,L,354.5
ldmmwz4f,4,H,332.2999999523163
ldmmwz4f,4,L,322.5
ldmmwz4f,5,H,365.65000009536743
ldmmwz4f,5,L,372.64999997615814
ldmmwz4f,6,H,347.5499999523163
ldmmwz4f,6,L,354
llsj1iws,1,H,412.79999999981374
llsj1iws,1,L,430.05000000074506
llsj1iws,2,H,394.4000000003726
llsj1iws,2,L,398.65000000037253
llsj1iws,3,H,379.7999999988824
llsj1iws,3,L,383.45000000018626
llsj1iws,4,H,370.5
llsj1iws,4,L,375.25
llsj1iws,5,H,366.84999999962747
llsj1iws,5,L,371.4000000003726
llsj1iws,6,H,349.5
llsj1iws,6,L,376.29999999981374
ln7kg8ue,1,H,398.19999999925494
ln7kg8ue,1,L,400.5999999977648
ln7kg8ue,2,H,376.3999999985099
ln7kg8ue,2,L,380.75
ln7kg8ue,3,H,358.3999999985099
ln7kg8ue,3,L,368.20000000298023
ln7kg8ue,4,H,335.5
ln7kg8ue,4,L,339.19999999552965
ln7kg8ue,5,H,370.20000000298023
ln7kg8ue,5,L,350.25
ln7kg8ue,6,H,344.8499999977648
ln7kg8ue,6,L,373.20000000298023
lv8ld5wh,1,H,345.30000001192093
lv8ld5wh,1,L,349.7999999821186
lv8ld5wh,2,H,342.30000001192093
lv8ld5wh,2,L,353.19999998807907
lv8ld5wh,3,H,356
lv8ld5wh,3,L,354.75
lv8ld5wh,4,H,332.39999997615814
lv8ld5wh,4,L,342.89999997615814
lv8ld5wh,5,H,351.90000000596046
lv8ld5wh,5,L,350.7000000178814
lv8ld5wh,6,H,360.75
lv8ld5wh,6,L,365.449999988079
lykz1rsu,1,H,450.09999990463257
lykz1rsu,1,L,468.15000009536743
lykz1rsu,2,H,459.9499999284744
lykz1rsu,2,L,451.5
lykz1rsu,3,H,443
lykz1rsu,3,L,474.90000009536743
lykz1rsu,4,H,374.39999985694885
lykz1rsu,4,L,392.75
lykz1rsu,5,H,409.5
lykz1rsu,5,L,398.2500001192093
lykz1rsu,6,H,422.40000009536743
lykz1rsu,6,L,420.5
mee14g6o,1,H,367.0499999523163
mee14g6o,1,L,375.10000002384186
mee14g6o,2,H,358.7999999523163
mee14g6o,2,L,367.84999990463257
mee14g6o,3,H,339.64999997615814
mee14g6o,3,L,360.09999990463257
mee14g6o,4,H,327.69999980926514
mee14g6o,4,L,328.40000009536743
mee14g6o,5,H,330.0499999523163
mee14g6o,5,L,343.35000002384186
mee14g6o,6,H,330.2999999523163
mee14g6o,6,L,341.5
megc4lwa,1,H,383.9500000178814
megc4lwa,1,L,402.44999998807907
megc4lwa,2,H,377.7999999821186
megc4lwa,2,L,384.2000000178814
megc4lwa,3,H,366.84999999403954
megc4lwa,3,L,378.699999988079
megc4lwa,4,H,363.300000011921
megc4lwa,4,L,369.75
megc4lwa,5,H,360.9500000178814
megc4lwa,5,L,369.4500000178814
megc4lwa,6,H,365.199999988079
megc4lwa,6,L,375.5
mei70uns,1,H,481.6999999284744
mei70uns,1,L,486.5499999523163
mei70uns,2,H,500.89999985694885
mei70uns,2,L,505.60000002384186
mei70uns,3,H,461.7000000476837
mei70uns,3,L,479.25
mei70uns,4,H,396.09999990463257
mei70uns,4,L,408.40000009536743
mei70uns,5,H,406.5500000715256
mei70uns,5,L,410.64999997615814
mei70uns,6,H,393.80000019073486
mei70uns,6,L,429.7999999523163
merxonq0,1,H,407.9499999284744
merxonq0,1,L,397.2999999523163
merxonq0,2,H,416.5
merxonq0,2,L,416.2000000476837
merxonq0,3,H,382.15000009536743
merxonq0,3,L,391.59999990463257
merxonq0,4,H,354.39999985694885
merxonq0,4,L,360
merxonq0,5,H,356.2999999523163
merxonq0,5,L,346.9499999284744
merxonq0,6,H,366.7000000476837
merxonq0,6,L,365.5
msc1rxqn,1,H,370.10000014305115
msc1rxqn,1,L,367.75
msc1rxqn,2,H,358.14999985694885
